번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,geometry
506,부산광역시 사하구청,부산광역시 사하구 마하로 67,부산광역시 사하구 당리동 354-7,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.10544,128.98414,2023-02-16,[35.10544 128.98414]
507,부산광역시 사하구청,부산광역시 사하구 승학로 206,부산광역시 사하구 괴정동 795-13,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.10102,128.98813,2023-02-16,[35.10102 128.98813]
508,부산광역시 사하구청,부산광역시 사하구 괴정동 764-106,부산광역시 사하구 괴정동 764-106,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.10047,128.98528,2023-02-16,[35.10047 128.98528]
509,부산광역시 사하구청,부산광역시 사하구 제석로59번안길 1,부산광역시 사하구 당리동 311-18,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.10632,128.97458,2023-02-16,[35.10632 128.97458]
510,부산광역시 사하구청,부산광역시 사하구 동매로 161,부산광역시 사하구 당리동 331-21,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.10139,128.97584,2023-02-16,[35.10139 128.97584]
511,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.1045,128.97253,2023-02-16,[35.1045 128.97253]
512,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.1045,128.97253,2023-02-16,[35.1045 128.97253]
513,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.1045,128.97253,2023-02-16,[35.1045 128.97253]
514,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.10296,128.97042,2023-02-16,[35.10296 128.97042]
515,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.10296,128.97042,2023-02-16,[35.10296 128.97042]
516,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.10296,128.97042,2023-02-16,[35.10296 128.97042]
517,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.10296,128.97042,2023-02-16,[35.10296 128.97042]
518,부산광역시 사하구청,부산광역시 사하구 동매로66번길 34,부산광역시 사하구 하단동 381-31,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.1018,128.9663,2023-02-16,[35.1018 128.9663]
519,부산광역시 사하구청,부산광역시 사하구 낙동남로1423번길 87-5,부산광역시 사하구 하단동 781,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.1099,128.96458,2023-02-16,[35.1099 128.96458]
520,부산광역시 사하구청,부산광역시 사하구 승학로17번길 74,부산광역시 사하구 하단동 508-11,다목적,1,200,360도 전방면,30,Dec-17,051-220-4344,35.10943,128.96802,2023-02-16,[35.10943 128.96802]
521,부산광역시 사하구청,부산광역시 사하구 감천동 산 99-1,부산광역시 사하구 감천동 산 99-1,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.093919,129.011702,2023-02-16,[35.093919 129.011702]
522,부산광역시 사하구청,부산광역시 사하구 감천동 13-1523,부산광역시 사하구 감천동 13-1523,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.092839,129.011617,2023-02-16,[35.092839 129.011617]
523,부산광역시 사하구청,부산광역시 사하구 하단2동 1203,부산광역시 사하구 하단2동 1203,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.1071839,128.9567391,2023-02-16,[35.1071839 128.9567391]
524,부산광역시 사하구청,부산광역시 사하구 하단2동 1203,부산광역시 사하구 하단2동 1203,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.106776,128.956329,2023-02-16,[35.106776 128.956329]
525,부산광역시 사하구청,부산광역시 사하구 다송로72번길 80,부산광역시 사하구 다대2동 1573-1,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.0608562,128.980154,2023-02-16,[35.0608562 128.980154]
526,부산광역시 사하구청,부산광역시 사하구 다대로554번길 43,부산광역시 사하구 다대1동 946-19,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.057923,128.968762,2023-02-16,[35.057923 128.968762]
527,부산광역시 사하구청,부산광역시 사하구 다송로 76,부산광역시 사하구 다대2동 1580,다목적,1,200,360도 전방면,30,Sep-12,051-220-4344,35.0621782,128.9837749,2023-02-16,[35.0621782 128.9837749]
528,부산광역시 사하구청,부산광역시 사하구 괴정4동 661,부산광역시 사하구 괴정4동 661,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.098975,128.9865699,2023-02-16,[35.098975 128.9865699]
529,부산광역시 사하구청,부산광역시 사하구 낙동대로244번길 48,부산광역시 사하구 괴정동 1045-4,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.101311,128.990237,2023-02-16,[35.101311 128.990237]
530,부산광역시 사하구청,부산광역시 사하구 낙동대로244번길 48,부산광역시 사하구 괴정동 1045-4,다목적,1,200,360도 전방면,30,Jul-22,051-220-4344,35.101311,128.990237,2023-02-16,[35.101311 128.990237]
531,부산광역시 사하구청,부산광역시 사하구 낙동대로244번길 48,부산광역시 사하구 괴정동 1045-4,다목적,1,200,360도 전방면,30,Jul-22,051-220-4344,35.101311,128.990237,2023-02-16,[35.101311 128.990237]
532,부산광역시 사하구청,부산광역시 사하구 승학로224번길 122,부산광역시 사하구 괴정동 260-23,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.102238,128.996315,2023-02-16,[35.102238 128.996315]
533,부산광역시 사하구청,부산광역시 사하구 괴정로15번길 47,부산광역시 사하구 하단1동 157-3,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.103954,128.968661,2023-02-16,[35.103954 128.968661]
534,부산광역시 사하구청,부산광역시 사하구 낙동대로549번길 29,부산광역시 사하구 하단2동 487-1,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.112588,128.961713,2023-02-16,[35.112588 128.961713]
535,부산광역시 사하구청,부산광역시 사하구 비봉로 21,부산광역시 사하구 신평2동 414-3,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.096992,128.9635099,2023-02-16,[35.096992 128.9635099]
536,부산광역시 사하구청,부산광역시 사하구 신평동370-211,부산광역시 사하구 신평동370-211,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09182,128.96413,2023-02-16,[35.09182 128.96413]
537,부산광역시 사하구청,부산광역시 사하구 신평동370-211,부산광역시 사하구 신평동370-211,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09182,128.96413,2023-02-16,[35.09182 128.96413]
538,부산광역시 사하구청,부산광역시 사하구 하신중앙로53번길60,부산광역시 사하구 신평동370-95,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08183,128.95772,2023-02-16,[35.08183 128.95772]
539,부산광역시 사하구청,부산광역시 사하구 하신중앙로53번길60,부산광역시 사하구 신평동370-95,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08183,128.95772,2023-02-16,[35.08183 128.95772]
540,부산광역시 사하구청,부산광역시 사하구 하신중앙로3번가길46,부산광역시 사하구 장림동975-95,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07716,128.96115,2023-02-16,[35.07716 128.96115]
541,부산광역시 사하구청,부산광역시 사하구 장림시장9길99,부산광역시 사하구 장림동640-92,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07991,128.96723,2023-02-16,[35.07991 128.96723]
542,부산광역시 사하구청,부산광역시 사하구 장평로125번길125-14,부산광역시 사하구 장림동625-27,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07846,128.97008,2023-02-16,[35.07846 128.97008]
543,부산광역시 사하구청,부산광역시 사하구 다대로250,부산광역시 사하구 장림동192-4,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08003,128.97722,2023-02-16,[35.08003 128.97722]
544,부산광역시 사하구청,부산광역시 사하구 다대로250,부산광역시 사하구 장림동192-4,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08003,128.97722,2023-02-16,[35.08003 128.97722]
545,부산광역시 사하구청,부산광역시 사하구 장림동 285-4,부산광역시 사하구 장림동 285-4,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07758,128.97728,2023-02-16,[35.07758 128.97728]
546,부산광역시 사하구청,부산광역시 사하구 다대로271번길4,부산광역시 사하구 장림동274-3,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07786,128.97771,2023-02-16,[35.07786 128.97771]
547,부산광역시 사하구청,부산광역시 사하구 다대로271번길4,부산광역시 사하구 장림동274-3,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07786,128.97771,2023-02-16,[35.07786 128.97771]
548,부산광역시 사하구청,부산광역시 사하구 다대로271번길4,부산광역시 사하구 장림동274-3,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07786,128.97771,2023-02-16,[35.07786 128.97771]
549,부산광역시 사하구청,부산광역시 사하구 감천로210번길37,부산광역시 사하구 감천동325-1,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08086,129.00948,2023-02-16,[35.08086 129.00948]
550,부산광역시 사하구청,부산광역시 사하구 감천동846-4,부산광역시 사하구 감천동846-4,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07968,129.01143,2023-02-16,[35.07968 129.01143]
551,부산광역시 사하구청,부산광역시 사하구 원양로350번길9,부산광역시 사하구 감천동236,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08173,129.00654,2023-02-16,[35.08173 129.00654]
552,부산광역시 사하구청,부산광역시 사하구 감천로73번안길7,부산광역시 사하구 감천동500-98,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08991,129.00074,2023-02-16,[35.08991 129.00074]
553,부산광역시 사하구청,부산광역시 사하구 감천로73번안길7,부산광역시 사하구 감천동500-98,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.08991,129.00074,2023-02-16,[35.08991 129.00074]
554,부산광역시 사하구청,부산광역시 사하구 감천로43번길17,부산광역시 사하구 감천동655-17,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09164,128.99807,2023-02-16,[35.09164 128.99807]
555,부산광역시 사하구청,부산광역시 사하구 감내2로151번길29,부산광역시 사하구 감천동5-3,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09901,129.00876,2023-02-16,[35.09901 129.00876]
556,부산광역시 사하구청,부산광역시 사하구 감천동5-111,부산광역시 사하구 감천동5-111,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09815,129.00786,2023-02-16,[35.09815 129.00786]
557,부산광역시 사하구청,부산광역시 사하구 감천동5-111,부산광역시 사하구 감천동5-111,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09815,129.00786,2023-02-16,[35.09815 129.00786]
558,부산광역시 사하구청,부산광역시 사하구 옥천로67번길9,부산광역시 사하구 감천동16-635,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09279,129.00849,2023-02-16,[35.09279 129.00849]
559,부산광역시 사하구청,부산광역시 사하구 옥천로67번길9,부산광역시 사하구 감천동16-635,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09279,129.00849,2023-02-16,[35.09279 129.00849]
560,부산광역시 사하구청,부산광역시 사하구 신산북로61,부산광역시 사하구 신평동292-1,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09101,128.97086,2023-02-16,[35.09101 128.97086]
561,부산광역시 사하구청,부산광역시 사하구 하신번영로157번길28,부산광역시 사하구 신평동624-10,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09669,128.95843,2023-02-16,[35.09669 128.95843]
562,부산광역시 사하구청,부산광역시 사하구 하신번영로157번길28,부산광역시 사하구 신평동624-10,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.09669,128.95843,2023-02-16,[35.09669 128.95843]
563,부산광역시 사하구청,부산광역시 사하구 장림동1-8,부산광역시 사하구 장림동1-8,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07311004,128.9831025,2023-02-16,[35.07311004 128.9831025]
564,부산광역시 사하구청,부산광역시 사하구 장림동1-8,부산광역시 사하구 장림동1-8,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07311004,128.9831025,2023-02-16,[35.07311004 128.9831025]
565,부산광역시 사하구청,부산광역시 사하구 장림동1-8,부산광역시 사하구 장림동1-8,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.07311004,128.9831025,2023-02-16,[35.07311004 128.9831025]
566,부산광역시 사하구청,부산광역시 사하구 하단동1149-13,부산광역시 사하구 하단동1149-13,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.1077314,128.9472467,2023-02-16,[35.1077314 128.9472467]
567,부산광역시 사하구청,부산광역시 사하구 하단동1149-13,부산광역시 사하구 하단동1149-13,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.107934,128.945976,2023-02-16,[35.107934 128.945976]
568,부산광역시 사하구청,부산광역시 사하구 하단동1150-1,부산광역시 사하구 하단동1150-1,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.108183,128.946247,2023-02-16,[35.108183 128.946247]
569,부산광역시 사하구청,부산광역시 사하구 하신중앙로17번길 11,부산광역시 사하구 장림1동 824,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.080424,128.963323,2023-02-16,[35.080424 128.963323]
570,부산광역시 사하구청,부산광역시 사하구 윤공단로62번길 49,부산광역시 사하구 다대1동 936-11,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.058963,128.969899,2023-02-16,[35.058963 128.969899]
571,부산광역시 사하구청,부산광역시 사하구 윤공단로18번길 30,부산광역시 사하구 다대1동 956-1,다목적,1,200,360도 전방면,30,Dec-13,051-220-4344,35.056343,128.968892,2023-02-16,[35.056343 128.968892]
572,부산광역시 사하구청,부산광역시 사하구 감천1동 849-10,부산광역시 사하구 감천1동 849-10,다목적,1,200,360도 전방면,30,Jan-14,051-220-4344,35.0896926,128.9946941,2023-02-16,[35.0896926 128.9946941]
573,부산광역시 사하구청,부산광역시 사하구 감천1동 849-10,부산광역시 사하구 감천1동 849-10,다목적,1,200,360도 전방면,30,Jan-14,051-220-4344,35.08968,128.99422,2023-02-16,[35.08968 128.99422]
574,부산광역시 사하구청,부산광역시 사하구 낙동대로405,부산광역시 사하구 당리동 323,다목적,2,200,360도 전방면,30,Jan-14,051-220-4344,35.1015327,128.9785988,2023-02-16,[35.1015327 128.9785988]
575,부산광역시 사하구청,부산광역시 사하구 장평로147,부산광역시 사하구 장림2동 334-14,다목적,1,200,360도 전방면,30,Apr-14,051-220-4344,35.079201,128.972713,2023-02-16,[35.079201 128.972713]
576,부산광역시 사하구청,부산광역시 사하구 두송로146번길 21-1,부산광역시 사하구 구평동 435-7,다목적,1,200,360도 전방면,30,Apr-14,051-220-4344,35.07156,128.9837,2023-02-16,[35.07156 128.9837]
577,부산광역시 사하구청,부산광역시 사하구 옥천로70번길 51-1,부산광역시 사하구 감천2동 13-1421,다목적,1,200,360도 전방면,30,Nov-14,051-220-4344,35.092855,129.010137,2023-02-16,[35.092855 129.010137]
578,부산광역시 사하구청,부산광역시 사하구 하신번영로 206,부산광역시 사하구 하단동 1181-2,다목적,1,200,360도 전방면,30,May-15,051-220-4344,35.0998733,128.9591566,2023-02-16,[35.0998733 128.9591566]
579,부산광역시 사하구청,부산광역시 사하구 하신번영로 186,부산광역시 사하구 하단동 1181-25,다목적,1,200,360도 전방면,30,May-15,051-220-4344,35.0997961,128.9601046,2023-02-16,[35.0997961 128.9601046]
580,부산광역시 사하구청,부산광역시 사하구 승학로31번길 33,부산광역시 사하구 당리동 182-11,다목적,1,200,360도 전방면,30,Sep-15,051-220-4344,35.107222,128.9743857,2023-02-16,[35.107222 128.9743857]
581,부산광역시 사하구청,부산광역시 사하구 장평로450번길 42,부산광역시 사하구 괴정1동 532-27,다목적,1,200,360도 전방면,30,Sep-15,051-220-4344,35.097563,128.988939,2023-02-16,[35.097563 128.988939]
582,부산광역시 사하구청,부산광역시 사하구 제석로62번길 16,부산광역시 사하구 당리동 143-1,다목적,1,200,360도 전방면,30,Dec-15,051-220-4344,35.105301,128.97511,2023-02-16,[35.105301 128.97511]
583,부산광역시 사하구청,부산광역시 사하구 감천로117번길 16,부산광역시 사하구 감천1동 479-1,다목적,1,200,360도 전방면,30,Dec-15,051-220-4344,35.0882434,129.0048851,2023-02-16,[35.0882434 129.0048851]
584,부산광역시 사하구청,부산광역시 사하구 사하로185번길 35-1,부산광역시 사하구 괴정1동 872-1,다목적,1,200,360도 전방면,30,Dec-15,051-220-4344,35.0976345,128.9917533,2023-02-16,[35.0976345 128.9917533]
585,부산광역시 사하구청,부산광역시 사하구 다대2동 86-6,부산광역시 사하구 다대2동 86-6,다목적,1,200,360도 전방면,30,Oct-14,051-220-4344,35.063545,128.983319,2023-02-16,[35.063545 128.983319]
586,부산광역시 사하구청,부산광역시 사하구 신평동 660,부산광역시 사하구 신평동 660,다목적,1,200,360도 전방면,30,Apr-16,051-220-4344,35.0805183,128.9529544,2023-02-16,[35.0805183 128.9529544]
587,부산광역시 사하구청,부산광역시 사하구 신평동 660,부산광역시 사하구 신평동 660,다목적,1,200,360도 전방면,30,Apr-16,051-220-4344,35.0811724,128.9554435,2023-02-16,[35.0811724 128.9554435]
588,부산광역시 사하구청,부산광역시 사하구 다대2동 120-7,부산광역시 사하구 다대2동 120-7,다목적,1,200,360도 전방면,30,Aug-16,051-220-4344,35.0611322,128.9797845,2023-02-16,[35.0611322 128.9797845]
589,부산광역시 사하구청,부산광역시 사하구 다대2동 120-7,부산광역시 사하구 다대2동 120-7,다목적,1,200,360도 전방면,30,Aug-16,051-220-4344,35.0621312,128.9792159,2023-02-16,[35.0621312 128.9792159]
590,부산광역시 사하구청,부산광역시 사하구 원양로 368-5,부산광역시 사하구 감천동 142-2,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.0837569,129.00697,2023-02-16,[35.0837569 129.00697]
591,부산광역시 사하구청,부산광역시 사하구 감천로42번길_26,부산광역시 사하구 감천동 864,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.089902,128.995875,2023-02-16,[35.089902 128.995875]
592,부산광역시 사하구청,부산광역시 사하구 감천로210번가길_19,부산광역시 사하구 감천동 847,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.081532,129.008998,2023-02-16,[35.081532 129.008998]
593,부산광역시 사하구청,부산광역시 사하구 을숙도대로873번길_32,부산광역시 사하구 감천동 849-38,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.089888,128.99707,2023-02-16,[35.089888 128.99707]
594,부산광역시 사하구청,부산광역시 사하구 사하로141번가길_3,부산광역시 사하구 괴정동 663,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.09462,128.9923,2023-02-16,[35.09462 128.9923]
595,부산광역시 사하구청,부산광역시 사하구 승학로281번길_78,부산광역시 사하구 괴정동 1040-6,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.103914,128.991644,2023-02-16,[35.103914 128.991644]
596,부산광역시 사하구청,부산광역시 사하구 낙동대로234번길_18,부산광역시 사하구 괴정동 922-5,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.100811,128.991162,2023-02-16,[35.100811 128.991162]
597,부산광역시 사하구청,부산광역시 사하구 괴정로232번길_10,부산광역시 사하구 괴정동 663,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.096314,128.986616,2023-02-16,[35.096314 128.986616]
598,부산광역시 사하구청,부산광역시 사하구 괴정로244번길_39,부산광역시 사하구 괴정동 538-1,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.094994,128.987675,2023-02-16,[35.094994 128.987675]
599,부산광역시 사하구청,부산광역시 사하구 괴정로_283,부산광역시 사하구 괴정동 659,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.096646,128.992379,2023-02-16,[35.096646 128.992379]
600,부산광역시 사하구청,부산광역시 사하구 오작로162번길_19,부산광역시 사하구 괴정동 1-2,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.103972,129.008402,2023-02-16,[35.103972 129.008402]
601,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길_134,부산광역시 사하구 괴정동 149,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.106222,129.007041,2023-02-16,[35.106222 129.007041]
602,부산광역시 사하구청,부산광역시 사하구 낙동남로1233번길1,부산광역시 사하구 하단동1150-2,다목적,1,200,360도 전방면,30,Jun-22,051-220-4344,35.107971,128.947373,2023-02-16,[35.107971 128.947373]
603,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.1138,128.96033,2023-02-16,[35.1138 128.96033]
604,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.1138,128.96033,2023-02-16,[35.1138 128.96033]
605,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.1138,128.96033,2023-02-16,[35.1138 128.96033]
606,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11177,128.95946,2023-02-16,[35.11177 128.95946]
607,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11177,128.95946,2023-02-16,[35.11177 128.95946]
608,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11177,128.95946,2023-02-16,[35.11177 128.95946]
609,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11053,128.95911,2023-02-16,[35.11053 128.95911]
610,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11053,128.95911,2023-02-16,[35.11053 128.95911]
611,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.11053,128.95911,2023-02-16,[35.11053 128.95911]
612,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.10852,128.95876,2023-02-16,[35.10852 128.95876]
613,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.10852,128.95876,2023-02-16,[35.10852 128.95876]
614,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.10852,128.95876,2023-02-16,[35.10852 128.95876]
615,부산광역시 사하구청,부산광역시 사하구 장평로420번길33,부산광역시 사하구 괴정동647-15,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.095086,128.985131,2023-02-16,[35.095086 128.985131]
616,부산광역시 사하구청,부산광역시 사하구 장평로420번길33,부산광역시 사하구 괴정동647-15,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.095086,128.985131,2023-02-16,[35.095086 128.985131]
617,부산광역시 사하구청,부산광역시 사하구 괴정로245번길18,부산광역시 사하구 괴정동659,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.097856,128.988545,2023-02-16,[35.097856 128.988545]
618,부산광역시 사하구청,부산광역시 사하구 승학로233번길16,부산광역시 사하구 괴정동1249-15,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102772,128.990029,2023-02-16,[35.102772 128.990029]
619,부산광역시 사하구청,부산광역시 사하구 승학로233번길16,부산광역시 사하구 괴정동1249-15,다목적,1,200,360도 전방면,30,Nov-22,051-220-4344,35.102772,128.990029,2023-02-16,[35.102772 128.990029]
620,부산광역시 사하구청,부산광역시 사하구 괴정동 1218-13,부산광역시 사하구 괴정동 1218-13,다목적,1,200,360도 전방면,30,Dec-22,051-220-4344,35.096769,128.97845,2023-02-16,[35.096769 128.97845]
621,부산광역시 사하구청,부산광역시 사하구 괴정동 1218-13,부산광역시 사하구 괴정동 1218-13,다목적,1,200,360도 전방면,30,Dec-22,051-220-4344,35.096613,128.979158,2023-02-16,[35.096613 128.979158]
622,부산광역시 사하구청,부산광역시 사하구 다대동 1585,부산광역시 사하구 다대동 1585,다목적,1,200,360도 전방면,30,Dec-22,051-220-4344,35.0596,128.9796,2023-02-16,[35.0596 128.9796]
623,부산광역시 사하구청,부산광역시 사하구 다대동 1585,부산광역시 사하구 다대동 1585,다목적,1,200,360도 전방면,30,Dec-22,051-220-4344,35.0595,128.9797,2023-02-16,[35.0595 128.9797]
624,부산광역시 사하구청,부산광역시 사하구 대티로_63번가길_2,부산광역시 사하구 괴정동 118,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.106754,129.006402,2023-02-16,[35.106754 129.006402]
625,부산광역시 사하구청,부산광역시 사하구 오작로76번길_19,부산광역시 사하구 괴정동 378-268,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.098677,129.001568,2023-02-16,[35.098677 129.001568]
626,부산광역시 사하구청,부산광역시 사하구 낙동대로194번길3,부산광역시 사하구 괴정동 261-1,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.101349,128.995236,2023-02-16,[35.101349 128.995236]
627,부산광역시 사하구청,부산광역시 사하구 오작로25,부산광역시 사하구 괴정동 1238-281,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.098501,128.996262,2023-02-16,[35.098501 128.996262]
628,부산광역시 사하구청,부산광역시 사하구 낙동대로179번길 7,부산광역시 사하구 괴정동 409-56,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.101233,128.99708,2023-02-16,[35.101233 128.99708]
629,부산광역시 사하구청,부산광역시 사하구 사리로27번길 13,부산광역시 사하구 괴정동 295-1,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.101923,128.998521,2023-02-16,[35.101923 128.998521]
630,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길 112,부산광역시 사하구 괴정동 165,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.09754,128.979287,2023-02-16,[35.09754 128.979287]
631,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,Nov-16,051-220-4344,35.096486,128.984931,2023-02-16,[35.096486 128.984931]
632,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,Sep-22,051-220-4344,35.096486,128.984931,2023-02-16,[35.096486 128.984931]
