번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
578,부산광역시 사하구청,부산광역시 사하구 하신번영로 206,부산광역시 사하구 하단동 1181-2,다목적,1,200,360도 전방면,30,2015-05,051-220-4344,35.0998733,128.9591566,2023-02-16
579,부산광역시 사하구청,부산광역시 사하구 하신번영로 186,부산광역시 사하구 하단동 1181-25,다목적,1,200,360도 전방면,30,2015-05,051-220-4344,35.0997961,128.9601046,2023-02-16
580,부산광역시 사하구청,부산광역시 사하구 승학로31번길 33,부산광역시 사하구 당리동 182-11,다목적,1,200,360도 전방면,30,2015-09,051-220-4344,35.107222,128.9743857,2023-02-16
581,부산광역시 사하구청,부산광역시 사하구 장평로450번길 42,부산광역시 사하구 괴정1동 532-27,다목적,1,200,360도 전방면,30,2015-09,051-220-4344,35.097563,128.988939,2023-02-16
582,부산광역시 사하구청,부산광역시 사하구 제석로62번길 16,부산광역시 사하구 당리동 143-1,다목적,1,200,360도 전방면,30,2015-12,051-220-4344,35.105301,128.97511,2023-02-16
583,부산광역시 사하구청,부산광역시 사하구 감천로117번길 16,부산광역시 사하구 감천1동 479-1,다목적,1,200,360도 전방면,30,2015-12,051-220-4344,35.0882434,129.0048851,2023-02-16
584,부산광역시 사하구청,부산광역시 사하구 사하로185번길 35-1,부산광역시 사하구 괴정1동 872-1,다목적,1,200,360도 전방면,30,2015-12,051-220-4344,35.0976345,128.9917533,2023-02-16
585,부산광역시 사하구청,부산광역시 사하구 다대2동 86-6,부산광역시 사하구 다대2동 86-6,다목적,1,200,360도 전방면,30,2014-10,051-220-4344,35.063545,128.983319,2023-02-16
586,부산광역시 사하구청,부산광역시 사하구 신평동 660,부산광역시 사하구 신평동 660,다목적,1,200,360도 전방면,30,2016-04,051-220-4344,35.0805183,128.9529544,2023-02-16
587,부산광역시 사하구청,부산광역시 사하구 신평동 660,부산광역시 사하구 신평동 660,다목적,1,200,360도 전방면,30,2016-04,051-220-4344,35.0811724,128.9554435,2023-02-16
588,부산광역시 사하구청,부산광역시 사하구 다대2동 120-7,부산광역시 사하구 다대2동 120-7,다목적,1,200,360도 전방면,30,2016-08,051-220-4344,35.0611322,128.9797845,2023-02-16
589,부산광역시 사하구청,부산광역시 사하구 다대2동 120-7,부산광역시 사하구 다대2동 120-7,다목적,1,200,360도 전방면,30,2016-08,051-220-4344,35.0621312,128.9792159,2023-02-16
590,부산광역시 사하구청,부산광역시 사하구 원양로 368-5,부산광역시 사하구 감천동 142-2,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.0837569,129.00697,2023-02-16
591,부산광역시 사하구청,부산광역시 사하구 감천로42번길_26,부산광역시 사하구 감천동 864,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.089902,128.995875,2023-02-16
592,부산광역시 사하구청,부산광역시 사하구 감천로210번가길_19,부산광역시 사하구 감천동 847,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.081532,129.008998,2023-02-16
593,부산광역시 사하구청,부산광역시 사하구 을숙도대로873번길_32,부산광역시 사하구 감천동 849-38,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.089888,128.99707,2023-02-16
594,부산광역시 사하구청,부산광역시 사하구 사하로141번가길_3,부산광역시 사하구 괴정동 663,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.09462,128.9923,2023-02-16
595,부산광역시 사하구청,부산광역시 사하구 승학로281번길_78,부산광역시 사하구 괴정동 1040-6,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.103914,128.991644,2023-02-16
596,부산광역시 사하구청,부산광역시 사하구 낙동대로234번길_18,부산광역시 사하구 괴정동 922-5,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.100811,128.991162,2023-02-16
597,부산광역시 사하구청,부산광역시 사하구 괴정로232번길_10,부산광역시 사하구 괴정동 663,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.096314,128.986616,2023-02-16
598,부산광역시 사하구청,부산광역시 사하구 괴정로244번길_39,부산광역시 사하구 괴정동 538-1,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.094994,128.987675,2023-02-16
599,부산광역시 사하구청,부산광역시 사하구 괴정로_283,부산광역시 사하구 괴정동 659,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.096646,128.992379,2023-02-16
600,부산광역시 사하구청,부산광역시 사하구 오작로162번길_19,부산광역시 사하구 괴정동 1-2,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.103972,129.008402,2023-02-16
601,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길_134,부산광역시 사하구 괴정동 149,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.106222,129.007041,2023-02-16
602,부산광역시 사하구청,부산광역시 사하구 낙동남로1233번길1,부산광역시 사하구 하단동1150-2,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.107971,128.947373,2023-02-16
603,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.1138,128.96033,2023-02-16
604,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.1138,128.96033,2023-02-16
605,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.1138,128.96033,2023-02-16
606,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.11177,128.95946,2023-02-16
607,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.11177,128.95946,2023-02-16
608,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.11177,128.95946,2023-02-16
609,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.11053,128.95911,2023-02-16
610,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.11053,128.95911,2023-02-16
611,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.11053,128.95911,2023-02-16
612,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.10852,128.95876,2023-02-16
613,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.10852,128.95876,2023-02-16
614,부산광역시 사하구청,부산광역시 사하구 하단동1193,부산광역시 사하구 하단동1193,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.10852,128.95876,2023-02-16
615,부산광역시 사하구청,부산광역시 사하구 장평로420번길33,부산광역시 사하구 괴정동647-15,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.095086,128.985131,2023-02-16
616,부산광역시 사하구청,부산광역시 사하구 장평로420번길33,부산광역시 사하구 괴정동647-15,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.095086,128.985131,2023-02-16
617,부산광역시 사하구청,부산광역시 사하구 괴정로245번길18,부산광역시 사하구 괴정동659,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.097856,128.988545,2023-02-16
618,부산광역시 사하구청,부산광역시 사하구 승학로233번길16,부산광역시 사하구 괴정동1249-15,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.102772,128.990029,2023-02-16
619,부산광역시 사하구청,부산광역시 사하구 승학로233번길16,부산광역시 사하구 괴정동1249-15,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.102772,128.990029,2023-02-16
620,부산광역시 사하구청,부산광역시 사하구 괴정동 1218-13,부산광역시 사하구 괴정동 1218-13,다목적,1,200,360도 전방면,30,2022-12,051-220-4344,35.096769,128.97845,2023-02-16
621,부산광역시 사하구청,부산광역시 사하구 괴정동 1218-13,부산광역시 사하구 괴정동 1218-13,다목적,1,200,360도 전방면,30,2022-12,051-220-4344,35.096613,128.979158,2023-02-16
622,부산광역시 사하구청,부산광역시 사하구 다대동 1585,부산광역시 사하구 다대동 1585,다목적,1,200,360도 전방면,30,2022-12,051-220-4344,35.0596,128.9796,2023-02-16
623,부산광역시 사하구청,부산광역시 사하구 다대동 1585,부산광역시 사하구 다대동 1585,다목적,1,200,360도 전방면,30,2022-12,051-220-4344,35.0595,128.9797,2023-02-16
624,부산광역시 사하구청,부산광역시 사하구 대티로_63번가길_2,부산광역시 사하구 괴정동 118,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.106754,129.006402,2023-02-16
625,부산광역시 사하구청,부산광역시 사하구 오작로76번길_19,부산광역시 사하구 괴정동 378-268,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.098677,129.001568,2023-02-16
626,부산광역시 사하구청,부산광역시 사하구 낙동대로194번길3,부산광역시 사하구 괴정동 261-1,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.101349,128.995236,2023-02-16
627,부산광역시 사하구청,부산광역시 사하구 오작로25,부산광역시 사하구 괴정동 1238-281,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.098501,128.996262,2023-02-16
628,부산광역시 사하구청,부산광역시 사하구 낙동대로179번길 7,부산광역시 사하구 괴정동 409-56,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.101233,128.99708,2023-02-16
629,부산광역시 사하구청,부산광역시 사하구 사리로27번길 13,부산광역시 사하구 괴정동 295-1,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.101923,128.998521,2023-02-16
630,부산광역시 사하구청,부산광역시 사하구 낙동대로140번길 112,부산광역시 사하구 괴정동 165,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.09754,128.979287,2023-02-16
631,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.096486,128.984931,2023-02-16
632,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.096486,128.984931,2023-02-16
633,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.096486,128.984931,2023-02-16
634,부산광역시 사하구청,부산광역시 사하구 장평로 420,부산광역시 사하구 괴정동 557-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.096486,128.984931,2023-02-16
635,부산광역시 사하구청,부산광역시 사하구 승학로 163,부산광역시 사하구 괴정동 1080-7,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.101384,128.983666,2023-02-16
636,부산광역시 사하구청,부산광역시 사하구 괴정로 203,부산광역시 사하구 괴정동 568-10,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.097597,128.98406,2023-02-16
637,부산광역시 사하구청,부산광역시 사하구 장평로443번길 111,부산광역시 사하구 괴정동 656-7,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.099114,128.979786,2023-02-16
638,부산광역시 사하구청,부산광역시 사하구 을숙도대로 747-1,부산광역시 사하구 구평동 101-9,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.0861103,128.9869389,2023-02-16
639,부산광역시 사하구청,부산광역시 사하구 승학로20번길 22,부산광역시 사하구 당리동 306-16,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.106323,128.971553,2023-02-16
640,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.102332,128.975362,2023-02-16
641,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.102332,128.975362,2023-02-16
642,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.102332,128.975362,2023-02-16
643,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.102332,128.975362,2023-02-16
644,부산광역시 사하구청,부산광역시 사하구 괴정로 101,부산광역시 사하구 당리동 324-2,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.102332,128.975362,2023-02-16
645,부산광역시 사하구청,부산광역시 사하구 낙동대로372번길 10,부산광역시 사하구 당리동 342-3,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.102815,128.977778,2023-02-16
646,부산광역시 사하구청,부산광역시 사하구 승학로71번안길 33,부산광역시 사하구 당리동 101-26,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.106288,128.976244,2023-02-16
647,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.103778,128.97112,2023-02-16
648,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.103778,128.97112,2023-02-16
649,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.103778,128.97112,2023-02-16
650,부산광역시 사하구청,부산광역시 사하구 제석로 17,부산광역시 사하구 하단동 619-23,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.103778,128.97112,2023-02-16
651,부산광역시 사하구청,부산광역시 사하구 승학로71번길 70,부산광역시 사하구 당리동 60-4,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.107141,128.978004,2023-02-16
652,부산광역시 사하구청,부산광역시 사하구 다대로135번길_68,부산광역시 사하구 신평동 26-3,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.092524,128.980796,2023-02-16
653,부산광역시 사하구청,부산광역시 사하구 신산북로57번길_25,부산광역시 사하구 신평동 461,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.092274,128.971034,2023-02-16
654,부산광역시 사하구청,부산광역시 사하구 다대로144번길_133,부산광역시 사하구 신평동 161-215,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.092197,128.97472,2023-02-16
655,부산광역시 사하구청,부산광역시 사하구 하신번영로_179,부산광역시 사하구 신평동 665,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.098526,128.960334,2023-02-16
656,부산광역시 사하구청,부산광역시 사하구 장림시장8길_14,부산광역시 사하구 장림동 808-1,다목적,1,200,360도 전방면,30,2016-11,051-220-4344,35.080622,128.965285,2023-02-16
