순번,시도본부,소방서,119안전센터명,주소,전화번호,geometry
948,경북,의성,안계119안전센터,경상북도 의성군 안계면 안계길 100,054-861-0119,[128.441022523713 36.3827113241952]
949,경북,의성,군위119안전센터,경상북도 군위군 군위읍 군위공단길 65,054-383-0119,[128.560419266803 36.2075740673905]
950,경북,의성,의흥119안전센터,경상북도 군위군 의흥면 읍내길 23,054-382-7119,[128.713969534986 36.1767091622202]
951,경북,영덕,영덕119안전센터,경상북도 영덕군 영덕읍 경동로 8401,054-730-1600,[129.371005635834 36.4167056350812]
952,경북,영덕,강구119안전센터,경상북도 영덕군 강구면 강산로 38,054-730-1610,[129.374743941336 36.3513746281057]
953,경북,영덕,영해119안전센터,경상북도 영덕군 영해면 창수영해로 481,054-730-1620,[129.395744423015 36.5423929461126]
954,경북,청도,청도119안전센터,경상북도 청도군 청도읍 중앙로 192-34,054-373-0119,[128.763171816443 35.6482102092262]
955,경북,청도,풍각119안전센터,경상북도 청도군 풍각면 송서로 64,054-372-2119,[128.617756696482 35.6388737606515]
956,경북,청도,금천119안전센터,경상북도 청도군 금천면 청려로 4363,054-372-3119,[128.895211087607 35.6900320765226]
957,경북,고령,대가야119안전센터,경상북도 고령군 대가야읍 벽화길18,054-950-8100,[128.268697701522 35.7240226227442]
958,경북,고령,다산119안전센터,경상북도 고령군 다산면 다산로 506,054-950-8110,[128.434972526967 35.8152430704121]
959,경북,성주,성주119안전센터,경상북도 성주군 성주읍 주산로 193,054-933-0119,[128.304816906294 35.9340004822943]
960,경북,성주,선남119안전센터,경상북도 성주군 선남면 도성3길 39-17,054-931-3370,[128.366731832857 35.8823773018661]
961,경북,칠곡,왜관119안전센터,경상북도 칠곡군 기산면 칠곡대로 1216,054-970-2800,[128.388068797121 35.9956400828997]
962,경북,칠곡,북삼119안전센터,경상북도 칠곡군 북삼읍 안산2길 46,054-970-2810,[128.33737687325 36.0668286359458]
963,경북,칠곡,석적119안전센터,경상북도 칠곡군 석적읍 유학로 140,054-970-2840,[128.423801367666 36.0735476071222]
964,경북,칠곡,금산119안전센터,경상북도 칠곡군 왜관읍 공단로 194,054-970-2827,[128.417081936691 35.9677825570407]
965,경북,칠곡,가산119안전센터,경상북도 칠곡군 가산면 다부원1길 57,054-970-2837,[128.520497260269 36.0458615506672]
966,경북,칠곡,동명119안전센터,경상북도 칠곡군 동명면 한티로 216,054-970-2850,[128.577233895938 35.9802548771199]
967,경북,예천,예천119안전센터,경상북도 예천군 예천읍 양궁로 61-12,054-650-3600,[128.463414975397 36.6481508023558]
968,경북,예천,지보119안전센터,경상북도 예천군 지보면 지보로 247,054-650-3610,[128.382810817091 36.5385408081694]
969,경북,예천,도청119안전센터,경상북도 예천군 호명면 도청대로 19,054-650-3620,[128.467944691015 36.5758435870986]
970,경북,울진,울진119안전센터,경상북도 울진군 울진읍 울진북로 508,054-780-1401,[129.394576123661 36.9934402559946]
971,경북,울진,죽변119안전센터,경상북도 울진군 죽변면 하죽로 1841,054-780-1411,[129.412520751642 37.0548287615873]
972,경북,울진,북면119안전센터,경상북도 울진군 북면 장터길 69,054-780-1450,[129.375217125764 37.1027301851346]
973,경북,울진,후포119안전센터,경상북도 울진군 후포면 실배길 28-1,054-780-1423,[129.445222735434 36.6891566680962]
974,경북,울진,온정119안전센터,경상북도 울진군 온정면 백암온천로 1315,054-780-1431,[129.347544756163 36.721141409695]
975,경남,진주,상대119안전센터,경상남도 진주시 동진로 249,055-760-9360,[128.11847357055 35.180370199356]
977,경남,진주,천전119안전센터,경상남도 진주시 강남로 167번길 16,055-760-9380,[128.094085495375 35.1828547887809]
978,경남,진주,평거119안전센터,경상남도 진주시 순환로 565,055-760-9390,[128.058798697476 35.1741132059132]
979,경남,진주,문산119안전센터,경상남도 진주시 문산읍 월아산로 979,055-760-9400,[128.163599098012 35.1587789377568]
980,경남,진주,금산119안전센터,경상남도 진주시 금산면 중천리 585-2,055-760-9440,[128.133880030427 35.2117009521717]
981,경남,통영,죽림119안전센터,경상남도 통영시 광도면 죽림4로 49,055-640-9361,[128.419017468271 34.8835287072292]
982,경남,통영,무전119안전센터,경상남도 통영시 원문로 71,055-640-9422,[128.420761649746 34.8592139045362]
983,경남,통영,서호119안전센터,경상남도 통영시 중앙로 91-8,055-640-9372,[128.419222116385 34.8423391020534]
984,경남,통영,도남119안전센터,경상남도 통영시 도남로257,055-640-9380,[128.432251534339 34.8283404402397]
985,경남,사천,동금119안전센터,경상남도 사천시 남일로 29,055-830-9400,[128.079760850576 34.9331396362317]
986,경남,사천,사천119안전센터,경상남도 사천시 사천읍 무산로 21,055-830-9420,[128.087711002488 35.0876714418732]
987,경남,사천,사남119안전센터,경상남도 사천시 사남면 공단2로 53,055-830-9410,[128.067095039812 35.0638939781766]
988,경남,사천,곤양119안전센터,경상남도 사천시 곤양면 곤북로 64,055-850-9430,[127.954291216341 35.0555262065095]
989,경남,김해동부,삼정119안전센터,경상남도 김해시 김해대로 2507,055-320-9360,[128.90139721989 35.2285973748818]
990,경남,김해동부,동상119안전센터,경상남도 김해시 구지로 179,055-320-9370,[128.882867252074 35.2388518764646]
991,경남,김해동부,내외119안전센터,경상남도 김해시 내외로 77,055-320-9380,[128.865503374838 35.2349618645055]
992,경남,김해동부,상동119안전센터,경상남도 김해시 상동면 상동로 637,055-320-9390,[128.93786890438 35.3120169445789]
993,경남,김해동부,생림119안전센터,경상남도 김해시 생림면 봉림로 106,055-320-9400,[128.847321467808 35.3337230054088]
994,경남,김해동부,북부119안전센터,경상남도 김해시 해반천로 166,055-320-9410,[128.867607201053 35.2629272517379]
995,경남,김해동부,대동119안전센터,경상남도 김해시 대동면 동남로 41번길 19,055-320-9420,[128.993209113966 35.2353941111661]
996,경남,김해서부,진례119안전센터,경상남도 김해시 진례면 서부로 730,055-344-9370,[128.755134346813 35.2379529418178]
997,경남,김해서부,장유119안전센터,경상남도 김해시 번화2로 12,055-344-9360,[128.806265511633 35.1901911524639]
998,경남,김해서부,진영119안전센터,경상남도 김해시 진영읍 장등로 4,055-344-9380,[128.735351270333 35.3066384048935]
999,경남,김해서부,주촌119안전센터,경상남도 김해시 주촌면 주선로 29,055-344-9390,[128.8454266139 35.2349863962381]
1000,경남,김해서부,한림119안전센터,경상남도 김해시 한림면 한림로 401번길 50,055-344-9410,[128.800390549518 35.323250599869]
1001,경남,김해서부,율하119안전센터,경상남도 김해시 율하4로 112,055-344-9420,[128.823749217794 35.17638056175]
1002,경남,밀양,교동119안전센터,경상남도 밀양시 밀양대공원로 66,055-350-9360,[128.758719078871 35.4998796127552]
1003,경남,밀양,가곡119안전센터,경상남도 밀양시 용두로 5,055-350-9374,[128.764787272186 35.4785888844849]
1004,경남,밀양,하남119안전센터,경상남도 밀양시 하남읍 명례로 108,055-350-9385,[128.733157919494 35.3684259132007]
1005,경남,밀양,삼랑진119안전센터,경상남도 밀양시 삼랑진읍 삼랑진로 16-3,055-350-9394,[128.822859278975 35.3840409759692]
1006,경남,밀양,산동119안전센터,경상남도 밀양시 산외면 단산길 2,055-350-9402,[128.839801063584 35.5106523127115]
1007,경남,밀양,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9412,[128.652400129414 35.4731171376245]
1008,경남,거제,옥포119안전센터,경상남도 거제시 진목로 1,055-689-9361,[128.686169060831 34.8961398353134]
1009,경남,거제,장승포119안전센터,경상남도 거제시 능포로 77,055-689-9370,[128.729100303181 34.8715094783023]
1010,경남,거제,신현119안전센터,경상남도 거제시 계룡로 52,055-689-9380,[128.626860019633 34.8757913527256]
1011,경남,거제,거제119안전센터,경상남도 거제시 거제면 거제남서로 3429,055-689-9400,[128.589036017517 34.8472586669458]
1012,경남,거제,연초119안전센터,경상남도 거제시 연초면 거제북로1,055-689-9410,[128.652641289026 34.9122746317328]
1013,경남,거제,동부119안전센터,경상남도 거제시 동부면 거제대로 957,055-689-9420,[128.64131283801 34.7753738548093]
1014,경남,거제,사등119안전센터,경상남도 거제시 사등면 덕호해안길 63 ,055-689-9430,[128.476427253446 34.8795259955318]
1015,경남,양산,물금119안전센터,경상남도 양산시 물금읍 황산로 719,055-379-9360,[129.010028157045 35.334037727195]
1016,경남,양산,중앙119안전센터,경상남도 양산시 신기로 13,055-379-9370,[129.042448805706 35.3521171141371]
1017,경남,양산,웅상119안전센터,경상남도 양산시 웅상대로 1120,055-379-9380,[129.162494405163 35.3979832008003]
1018,경남,양산,하북119안전센터,경상남도 양산시 하북면 양산대로 2255-38,055-379-9390,[129.080179007249 35.4631404563117]
1019,경남,양산,중부119안전센터,경상남도 양산시 양산역 6길 27,055-379-9330,[129.028981107572 35.3372820514857]
1020,경남,양산,평산119안전센터,경상남도 양산시 내연4길 9,055-379-9320,[129.146844596229 35.375022332193]
1021,경남,양산,상북119안전센터,경상남도 양산시 석계로 37,055-379-9420,[129.064796864001 35.4148702810707]
1022,경남,의령,의령119안전센터,경상남도 의령군 의령읍 의병로 108-17,055-570-9310,[128.248332211555 35.3195841685313]
1023,경남,의령,부림119안전센터,경상남도 의령군 부림면 대한로 1666,055-570-9320,[128.314713909678 35.4637115247197]
1024,경남,함안,가야119안전센터,경상남도 함안군 가야읍 선왕길 59,055-580-9300,[128.399985659108 35.2862017245989]
1025,경남,함안,칠원119안전센터,경상남도 함안군 칠원읍 용산2길 121,055-580-9330,[128.513848003021 35.3118364519425]
1026,경남,함안,군북119안전센터,경상남도 함안군 군북면 함마대로 760,055-580-9340,[128.343283275395 35.2645620634309]
1027,경남,창녕,창녕119안전센터,경상남도 창녕군 대지면 우포2로 1097,055-259-9360,[128.479127234115 35.5504486992367]
1028,경남,창녕,남지119안전센터,경상남도 창녕군 남지읍 동포로 64,055-259-9370,[128.480909566495 35.3949422043418]
1029,경남,창녕,영산119안전센터,경상남도 창녕군 영산면 영산장마로 697,055-259-9330,[128.520487261049 35.4593117791752]
1030,경남,창녕,부곡119안전센터,경상남도 창녕군 부곡면 원앙로 184,055-259-9380,[128.588610184614 35.4377281701604]
1031,경남,고성,고성119안전센터,경상남도 고성군 고성읍 남해안대로 2670,055-670-9310,[128.330592349279 34.981132312851]
1033,경남,고성,거류119안전센터,경상남도 고성군 거류면 봉암 1길 9,055-670-9340,[128.402900457812 35.0011933577984]
1034,경남,남해,남해119안전센터,경상남도 남해군 남해읍 스포츠로 81,055-860-9360,[127.892687672548 34.8295889565565]
1035,경남,남해,삼동119안전센터,경상남도 남해군 삼동면 동부대로 1795,055-860-9370,[128.006133146284 34.829655861184]
1036,경남,남해,미조119안전센터,경상남도 남해군 미조면 동부대로 25,055-860-9330,[128.032642497909 34.7304975951367]
1037,경남,하동,금성119안전센터,경상남도 하동군 금성면 금성로 15,055-880-9320,[127.79554193032 34.9778823311712]
1038,경남,하동,하동119안전센터,경상남도 하동군 적량면 공설운동장로 169,055-880-9360,[127.774331832159 35.0622707196415]
1039,경남,하동,진교119안전센터,경상남도 하동군 진교면 진양로 27,055-880-9370,[127.901340778657 35.0253035344238]
1040,경남,하동,화개119안전센터,경상남도 하동군 화개면 쌍계로58 ,055-880-9330,[127.626804954252 35.1916621428994]
1041,경남,산청,산청119안전센터,경상남도 산청군 산청읍 중앙로 76-7,055-970-9310,[127.883456642555 35.415243276797]
1042,경남,산청,단성119안전센터,경상남도 산청군 단성면 사직단로 447-8,055-970-9320,[127.958331211189 35.2978050689945]
1043,경남,함양,함양119안전센터,경상남도 함양군 함양읍 고운로 161-41,055-960-9310,[127.742029646764 35.5238719717453]
1044,경남,함양,안의119안전센터,경상남도 함양군 안의면 금성길 19,055-960-9320,[127.810365352407 35.629164645639]
1045,경남,거창,대평119안전센터,경상남도 거창군 거창읍 거함대로 3324,055-940-9361,[127.923453467851 35.6776118549455]
1046,경남,거창,위천119안전센터,경상남도 거창군 위천면 원학길 321,055-940-9371,[127.832688102424 35.7492412117349]
1047,경남,거창,가조119안전센터,경상남도 거창군 가조면 마상3길 32,055-940-9381,[128.016500308856 35.7115185185747]
1048,경남,합천,합천119안전센터,경상남도 합천군 합천읍 인덕로 2453,055-930-9306,[128.148537456579 35.5728082963192]
1049,경남,합천,초계119안전센터,경상남도 합천군 초계면 양동로 6-16,055-930-9325,[128.261649508198 35.5568996138249]
1050,경남,합천,북부119안전센터,경상남도 합천군 야로면 월광리 241-4,055-930-9355,[128.156690156773 35.734286624858]
1051,경남,합천,삼가119안전센터,경상남도 합천군 삼가면 삼가로 287,055-930-9316,[128.119975589746 35.4084501162534]
1052,제주,제주,이도119안전센터,제주특별자치도 제주시 중앙로 342,064-756-1175,[126.53665931458 33.4908890396985]
1053,제주,제주,삼도119안전센터,제주특별자치도 제주시 탑동로 101,064-756-4258,[126.517102714754 33.5158569747162]
1054,제주,제주,오라119안전센터,제주특별자치도 제주시 서광로2길 24,064-756-1176,[126.518797458105 33.4950621500521]
1055,제주,제주,연동119안전센터,제주특별자치도 제주시 문송길 14,064-743-2119,[126.497113121685 33.4885235309114]
1056,제주,제주,항만119안전센터,제주특별자치도 제주시 임항로 146,064-756-1178,[126.539070333762 33.5200945592869]
1057,제주,제주,화북119안전센터,제주특별자치도 제주시 동화로1길 3,064-726-6119,[126.573496162919 33.5194277237866]
1058,제주,제주,노형119안전센터,제주특별자치도 제주시 광평동로 2,064-742-5119,[126.472241811692 33.4810852092011]
1059,제주,제주,외도119안전센터,제주특별자치도 제주시 통물길 75,064-749-7333,[126.437508964448 33.4866347253285]
1060,제주,제주,아라119안전센터,제주특별자치도 제주시 사송길 116,064-721-5119,[126.565761919892 33.4680431087031]
1061,제주,서귀포,대신119안전센터,제주특별자치도 서귀포시 서호남로 20(법환동),064-739-0119,[126.514096949079 33.2495630573421]
1062,제주,서귀포,동홍119안전센터,제주특별자치도 서귀포시 서홍로 14(서홍동),064-762-1119,[126.553267787488 33.2491856317167]
1063,제주,서귀포,중문119안전센터,제주특별자치도 서귀포시 일주서로 669(회수동),064-738-0119,[126.438011958918 33.2541414874689]
1064,제주,서귀포,효돈119안전센터,제주특별자치도 서귀포시 일주동로 8234(신효동),064-767-2119,[126.607759221577 33.2607823704045]
1065,제주,서부,한림119안전센터,제주특별자치도 제주시 한림읍 한림중앙로 150,064-796-2119,[126.270278371374 33.4025227906394]
1066,제주,서부,애월119안전센터,제주특별자치도 제주시 애월읍 일주서로 6513,064-799-3119,[126.348761047496 33.4666644100904]
1067,제주,서부,대정119안전센터,제주특별자치도 서귀포시 대정읍 일주서로 2717,064-794-1119,[126.24085537673 33.2325148792789]
1068,제주,서부,한경119안전센터,제주특별자치도 제주시 한경면 일주서로 4218,064-773-0119,[126.18289456791 33.3426136820047]
1069,제주,서부,안덕119안전센터,제주특별자치도 서귀포시 안덕면 화순서서로 2,064-794-9119,[126.330857823546 33.2512032213501]
1070,제주,서부,영어교육도시119안전센터,제주특별자치도 서귀포시 대정읍 에듀시티로 238,064-792-5119,[126.273274761791 33.2789362501311]
1071,제주,동부,성산119안전센터,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119,[126.909648974203 33.4602889421094]
1072,제주,동부,구좌119안전센터,제주특별자치도 제주시 구좌읍 세화14길 8,064-783-0119,[126.860089697178 33.520306207027]
1073,제주,동부,조천119안전센터,제주특별자치도 제주시 조천읍 신북로 337,064-782-6119,[126.646877231961 33.5410795156401]
1074,제주,동부,남원119안전센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119,[126.708432427227 33.2814930700222]
1075,제주,동부,표선119안전센터,제주특별자치도 서귀포시 표선면 표선관정로 39-16,064-787-0119,[126.827721998037 33.3271672192491]
1076,창원,진해,풍호119안전센터,경상남도 창원시 진해구 진해대로 1101,055-548-9460,[128.710235537961 35.131470934474]
1077,창원,진해,대흥119안전센터,경상남도 창원시 진해구 백구로 72,055-548-9360,[128.65843421276 35.1510381077888]
1078,창원,진해,이동119안전센터,경상남도 창원시 진해구 충장로 434,055-548-9370,[128.69742516319 35.1499169877676]
1079,창원,진해,웅동119안전센터,경상남도 창원시 진해구 남의로 11,055-548-9380,[128.78306416174 35.1157976276246]
1080,창원,진해,용원119안전센터,경상남도 창원시 진해구 용원로 43,055-548-9390,[128.814112050876 35.0999023620793]
1081,창원,창원,소답119안전센터,경상남도 창원시 의창구 의안로44번길 5,055-225-9360,[128.624617898192 35.2657131054034]
1082,창원,창원,봉곡119안전센터,경상남도 창원시 봉곡동 지귀로 127,055-225-9370,[128.65864207113 35.2451367024876]
1083,창원,창원,차룡119안전센터,경상남도 창원시 의창구 창원대로204번길 15,055-225-9380,[128.622899564933 35.2429116847119]
1084,창원,창원,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9390,[128.682624932743 35.2810610183207]
1085,창원,창원,북면119안전센터,경상남도 창원시 의창구 북면 감계로110번길 54-36,055-225-9400,[128.594902545302 35.3011048795351]
1086,창원,창원,대산119안전센터,경상남도 창원시 의창구 대산면 봉강가술로 583,055-225-9410,[128.705787629659 35.3334169572778]
1088,창원,창원,외동119안전센터,경상남도 창원시 성산구 삼동로128번길 19,055-211-9385,[128.657881347389 35.224332611941]
1089,창원,창원,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9372,[128.698564219559 35.2078512540519]
1091,창원,창원,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9462,[128.626978758404 35.2077268840801]
1092,창원,마산,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9365,[128.574853549853 35.1981257316247]
1094,창원,마산,삼진119안전센터,경상남도 창원시 마산합포구 진북면 산단1길 29-30,055-249-9390,[128.483743258038 35.1416783661962]
1095,창원,마산,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9407,[128.575588916094 35.2273307402445]
1096,창원,마산,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9412,[128.589000992779 35.2120223205475]
1097,창원,마산,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9420,[128.599298212327 35.248318329725]
1098,창원,마산,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9430,[128.509684452366 35.2402020292591]
1099,창원,마산,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9444,[128.520819830236 35.2677183649852]
1100,창원,마산,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9450,[128.582779640398 35.0916514042775]
